Veto,Link,Ementa,Sobresta,Materia_Vetada,Norma_Gerada
VET 7/2023 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/15609,"Veto Parcial aposto ao Projeto de Lei nº 175, de 2020 (nº 4.109/2012, na Câmara dos Deputados), que ""Altera a Lei nº 11.445, de 5 de janeiro de 2007 (Lei de Saneamento Básico), para estabelecer medidas de prevenção a desperdícios, de aproveitamento das águas de chuva e de reúso não potável das águas cinzas"".",06/05/2023,PL 175/2020,Lei nº 14.546 de 04/04/2023
VET 6/2023 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/15589,"Veto Parcial aposto ao Projeto de Lei da Câmara nº 111, de 2005 (nº 3.796/2004, na Casa de origem), que ""Institui a Campanha Nacional de Prevenção da Exposição Indevida ao Sol"".",03/05/2023,PLC 111/2005,Lei nº 14.539 de 31/03/2023
VET 5/2023 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/15569,"Veto Parcial aposto ao Projeto de Lei do Congresso Nacional nº 32, de 2022, que ""Estima a receita e fixa a despesa da União para o exercício financeiro de 2023"".",04/03/2023,PLN 32/2022,Lei nº 14.535 de 17/01/2023
VET 4/2023 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/15552,"Veto Parcial aposto ao Projeto de Lei nº 1.422, de 2019, que ""Altera as Leis nºs 7.116, de 29 de agosto de 1983, 9.454, de 7 de abril de 1997, 13.444, de 11 de maio de 2017, e 13.460, de 26 de junho de 2017, para adotar número único para os documentos que especifica e para estabelecer o Cadastro de Pessoas Físicas (CPF) como número suficiente para identificação do cidadão nos bancos de dados de serviços públicos"".",04/03/2023,PL 1422/2019,Lei nº 14.534 de 11/01/2023
VET 3/2023 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/15551,"Veto Parcial aposto ao Projeto de Lei nº 4.513, de 2020, que ""Institui a Política Nacional de Educação Digital e altera as Leis nºs 9.394, de 20 de dezembro de 1996 (Lei de Diretrizes e Bases da Educação Nacional), 9.448, de 14 de março de 1997, 10.260, de 12 de julho de 2001, e 10.753, de 30 de outubro de 2003"".",04/03/2023,PL 4513/2020,Lei nº 14.533 de 11/01/2023
VET 2/2023 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/15550,"Veto Parcial aposto ao Projeto de Lei nº 4.815 de 2019, que ""Altera as Leis nºs 13.675, de 11 de junho de 2018, que cria a Política Nacional de Segurança Pública e Defesa Social (PNSPDS), e 13.819, de 26 de abril de 2019, que institui a Política Nacional de Prevenção da Automutilação e do Suicídio, para dispor sobre a implementação de ações de assistência social, a promoção da saúde mental e a prevenção do suicídio entre profissionais de segurança pública e defesa social e para instituir as diretrizes nacionais de promoção e defesa dos direitos humanos dos profissionais de segurança pública e defesa social; e dá outras providências"".",04/03/2023,PL 4815/2019,Lei nº 14.531 de 10/01/2023
VET 1/2023 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/15549,"Veto Parcial aposto ao Projeto de Lei nº 3.523, de 2019 (nº 1.724/2015, na Câmara dos Deputados), que ""Altera a Lei nº 11.930, de 22 de abril de 2009, para facilitar a localização de doadores cadastrados no Registro Nacional de Doadores de Medula Óssea (Redome)"".",04/03/2023,PL 3523/2019,Lei nº 14.530 de 10/01/2023
VET 64/2022 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/15533,"Veto Parcial aposto ao Projeto de Lei de Conversão nº 29, de 2022 (oriundo da MPV nº 1.133/2022), que ""Dispõe sobre a empresa Indústrias Nucleares do Brasil S.A. (INB), sobre a pesquisa, a lavra e a comercialização de minérios nucleares, de seus concentrados e derivados, e de materiais nucleares, e sobre a atividade de mineração; altera as Leis nºs 4.118, de 27 de agosto de 1962, 8.001, de 13 de março de 1990, 9.991, de 24 de julho de 2000, 10.438, de 26 de abril de 2002, 13.575, de 26 de dezembro de 2017, 13.848, de 25 de junho de 2019, e 14.222, de 15 de outubro de 2021, e o Decreto-Lei nº 227, de 28 de fevereiro de 1967 (Código de Mineração); e revoga a Lei nº 5.740, de 1º de dezembro de 1971, e dispositivos das Leis nºs 4.118, de 27 de agosto de 1962, 6.189, de 16 de dezembro de 1974, 7.781, de 27 de junho de 1989, 13.575, de 26 de dezembro de 2017, e 14.222, de 15 de outubro de 2021, e do Decreto-Lei nº 1.038, de 21 de outubro de 1969"".",04/03/2023,"MPV 1133/2022 (aprovada com modificações, na forma do Projeto de Lei de Conversão)",Lei nº 14.514 de 29/12/2022
VET 63/2022 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/15532,"Veto Parcial aposto ao Projeto de Lei do Congresso Nacional nº 39, de 2022, que ""Altera a Lei nº 14.194, de 20 de agosto de 2021, que dispõe sobre as diretrizes para a elaboração e a execução da Lei Orçamentária de 2022"".",04/03/2023,PLN 39/2022,Lei nº 14.513 de 27/12/2022
VET 62/2022 - Total,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/15531,"Veto Total aposto ao Projeto de Lei da Câmara nº 75, de 2014 (nº 642/2007, na Casa de origem), que ""Dispõe sobre a regulamentação da profissão de instrumentador cirúrgico"".",04/03/2023,PLC 75/2014,NA
VET 61/2022 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/15530,"Veto Parcial aposto ao Projeto de Lei de Conversão nº 28, de 2022 (oriundo da MPV nº 1.132/2022), que ""Dispõe sobre o percentual máximo aplicado para a contratação de operações de crédito com desconto automático em folha de pagamento; altera a Lei nº 14.431, de 3 de agosto de 2022; revoga dispositivos da Lei nº 8.112, de 11 de dezembro de 1990; e dá outras providências"".",04/03/2023,"MPV 1132/2022 (aprovada com modificações, na forma do Projeto de Lei de Conversão)",Lei nº 14.509 de 27/12/2022
VET 60/2022 - Total,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/15529,"Veto Total aposto ao Projeto de Lei do Senado nº 688, de 2015 (nº 5.460/2016, na Câmara dos Deputados, e devolvido ao Senado como PL nº 177/2020), que ""Determina que o Sistema Único de Saúde (SUS) ofereça tratamento de implante por cateter de prótese valvar aórtica"".",04/03/2023,PLS 688/2015,NA
VET 59/2022 - Total,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/15510,"Veto Total aposto ao Projeto de Lei nº 5.307, de 2020, que ""Altera a Lei nº 12.715, de 17 de setembro de 2012, para prorrogar a faculdade de dedução do imposto sobre a renda dos valores correspondentes a doações e patrocínios em prol de ações e serviços do Programa Nacional de Apoio à Atenção Oncológica (Pronon) e do Programa Nacional de Apoio à Atenção da Saúde da Pessoa com Deficiência (Pronas/PCD)"".",04/03/2023,PL 5307/2020,Lei nº 14.564 de 04/05/2023     Veto rejeitado
VET 58/2022 - Total,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/15509,"Veto Total aposto ao Projeto de Lei da Câmara nº 23, de 2016 (nº 1.361/2015, na Casa de origem), que ""Define deficiência auditiva e estabelece valor referencial da limitação auditiva"".",04/03/2023,PLC 23/2016,Lei nº 14.768 de 22/12/2023     Veto rejeitado
VET 57/2022 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/15491,"Veto Parcial aposto ao Projeto de Lei nº 2.380, de 2021, que ""Dispõe sobre o funcionamento e as operações do Fundo Geral de Turismo e passa a denominá-lo Novo Fungetur; altera as Leis nºs 11.771, de 17 de setembro de 2008, 14.002, de 22 de maio de 2020, e 10.668, de 14 de maio de 2003; e revoga o Decreto-Lei nº 1.191, de 27 de outubro de 1971"".",25/02/2023,PL 2380/2021,Lei nº 14.476 de 14/12/2022
VET 56/2022 - Total,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/15490,"Veto Total aposto ao Projeto de Lei da Câmara nº 69, de 2014 (nº 3.401/2008, na Casa de origem), que ""Disciplina o procedimento de declaração judicial de desconsideração da personalidade jurídica e dá outras providências"".",23/02/2023,PLC 69/2014,NA
VET 55/2022 - Total,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/15489,"Veto Total aposto ao Projeto de Lei nº 488, de 2021, que ""Altera a Lei nº 10.257, de 10 de julho de 2001 (Estatuto da Cidade), para vedar o emprego de técnicas construtivas hostis em espaços livres de uso público - Lei Padre Júlio Lancelotti"".",23/02/2023,PL 488/2021,Lei nº 14.489 de 21/12/2022     Veto rejeitado
VET 54/2022 - Total,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/15469,"Veto Total aposto ao Projeto de Lei da Câmara nº 82, de 2017 (nº 3.553/2015, na Casa de origem), que ""Dispõe sobre o exercício da atividade de condutor de ambulância"".",10/02/2023,PLC 82/2017,NA
VET 53/2022 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/15449,"Veto Parcial aposto ao Projeto de Lei do Senado nº 283, de 2016 (nº 11.275/2018, na Câmara dos Deputados), que ""Altera a Lei nº 12.529, de 30 de novembro de 2011 (Lei de Defesa da Concorrência), para prever novas disposições aplicáveis à repressão de infrações à ordem econômica"".",17/12/2022,PLS 283/2016,Lei nº 14.470 de 16/11/2022
VET 52/2022 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/15431,"Veto Parcial aposto ao Projeto de Lei de Conversão nº 23, de 2022 (oriundo da MPV nº 1.116/2022), que ""Institui o Programa Emprega + Mulheres; e altera a Consolidação das Leis do Trabalho, aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943, e as Leis nºs 11.770, de 9 de setembro de 2008, 13.999, de 18 de maio de 2020, e 12.513, de 26 de outubro de 2011"".",22/10/2022,"MPV 1116/2022 (aprovada com modificações, na forma do Projeto de Lei de Conversão)",Lei nº 14.457 de 21/09/2022
VET 51/2022 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/15430,"Veto Parcial aposto ao Projeto de Lei nº 3.662, de 2021, que ""Transforma cargos vagos das carreiras de Auxiliar Judiciário e de Técnico Judiciário em cargos vagos da carreira de Analista Judiciário no Quadro Permanente do Tribunal de Justiça do Distrito Federal e dos Territórios; e altera a Lei nº 11.416, de 15 de dezembro de 2006, para exigir curso de ensino superior completo como requisito para a investidura na carreira de Técnico Judiciário do Poder Judiciário da União"".",22/10/2022,PL 3662/2021,Lei nº 14.456 de 21/09/2022
VET 50/2022 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/15429,"Veto Parcial aposto ao Projeto de Lei nº 1.561, de 2020, que ""Autoriza o Poder Executivo a instituir os produtos lotéricos denominados Loteria da Saúde e Loteria do Turismo; e altera a Lei nº 13.756, de 12 de dezembro de 2018"".",22/10/2022,PL 1561/2020,Lei nº 14.455 de 21/09/2022
VET 49/2022 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/15411,"Veto Parcial aposto ao Projeto de Lei de Conversão nº 21, de 2022 (oriundo da MPV nº 1.108/2022), que ""Dispõe sobre o pagamento de auxílio-alimentação ao empregado e altera a Lei nº 6.321, de 14 de abril de 1976, e a Consolidação das Leis do Trabalho, aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943"".",05/10/2022,"MPV 1108/2022 (aprovada com modificações, na forma do Projeto de Lei de Conversão)",Lei nº 14.442 de 02/09/2022
VET 48/2022 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/15410,"Veto Parcial aposto ao Projeto de Lei de Conversão nº 20, de 2022 (oriundo da MPV nº 1.113/2022), que ""Altera as Leis nºs 8.213, de 24 de julho de 1991, 8.742, de 7 de dezembro de 1993, 11.699, de 13 de junho de 2008, 13.240, de 30 de dezembro de 2015, e 13.846, de 18 de junho de 2019, para dispor sobre o fluxo de análise de benefícios previdenciários e assistenciais sob avaliação do Instituto Nacional do Seguro Social (INSS), da Perícia Médica Federal e do Conselho de Recursos da Previdência Social e para dispor sobre a gestão dos imóveis que constituem o patrimônio imobiliário do Fundo do Regime Geral de Previdência Social"".",05/10/2022,"MPV 1113/2022 (aprovada com modificações, na forma do Projeto de Lei de Conversão)",Lei nº 14.441 de 02/09/2022
VET 47/2022 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/15409,"Veto Parcial aposto ao Projeto de Lei de Conversão nº 19, de 2022 (oriundo da MPV nº 1.112/2022), que ""Institui o Programa de Aumento da Produtividade da Frota Rodoviária no País (Renovar); e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.503, de 23 de setembro de 1997 (Código de Trânsito Brasileiro), 10.336, de 19 de dezembro de 2001, 10.833, de 29 de dezembro de 2003, 10.865, de 30 de abril de 2004, 11.080, de 30 de dezembro de 2004, 11.442, de 5 de janeiro de 2007, 11.945, de 4 de junho de 2009, e 13.483, de 21 de setembro de 2017"".",05/10/2022,"MPV 1112/2022 (aprovada com modificações, na forma do Projeto de Lei de Conversão)",Lei nº 14.440 de 02/09/2022
VET 46/2022 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/15389,"Veto Parcial aposto ao Projeto de Lei nº 940, de 2022 (nº 130/2015, na Câmara dos Deputados), que ""Altera a Lei nº 11.438, de 29 de dezembro de 2006, para aumentar os limites para dedução dos valores destinados a projetos desportivos e paradesportivos do imposto de renda e para aumentar a relação de proponentes dos projetos, e a Lei nº 9.532, de 10 de dezembro de 1997, para permitir que as doações e patrocínios a projeto desportivo ou paradesportivo destinado a promover a inclusão social por meio do esporte, preferencialmente em comunidades em situação de vulnerabilidade social, partilhem os limites de dedução das doações a projetos culturais"".",24/09/2022,PL 940/2022,Lei nº 14.439 de 24/08/2022
VET 45/2022 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/15369,"Veto Parcial aposto ao Projeto de Lei do Congresso Nacional nº 5, de 2022, que ""Dispõe sobre as diretrizes para a elaboração e a execução da Lei Orçamentária de 2023 e dá outras providências"".",09/09/2022,PLN 5/2022,Lei nº 14.436 de 09/08/2022
VET 44/2022 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/15352,"Veto Parcial aposto ao Projeto de Lei do Congresso Nacional nº 17, de 2022, que ""Altera a Lei nº 14.194, de 20 de agosto de 2021, que dispõe sobre as diretrizes para a elaboração e a execução da Lei Orçamentária de 2022"".",04/09/2022,PLN 17/2022,Lei nº 14.435 de 04/08/2022
VET 43/2022 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/15351,"Veto Parcial aposto ao Projeto de Lei nº 2.564, de 2020, que ""Altera a Lei nº 7.498, de 25 de junho de 1986, para instituir o piso salarial nacional do Enfermeiro, do Técnico de Enfermagem, do Auxiliar de Enfermagem e da Parteira"".",04/09/2022,PL 2564/2020,Lei nº 14.434 de 04/08/2022
VET 42/2022 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/15350,"Veto Parcial aposto ao Projeto de Lei de Conversão nº 18, de 2022 (oriundo da MPV nº 1.106/2022), que ""Altera as Leis nºs 10.820, de 17 de dezembro de 2003, 8.213, de 24 de julho de 1991, e 8.112, de 11 de dezembro de 1990, para ampliar a margem de crédito consignado aos empregados regidos pela Consolidação das Leis do Trabalho, aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943, aos segurados do regime próprio de previdência social dos servidores públicos federais, aos servidores públicos federais e aos segurados do Regime Geral de Previdência Social e para autorizar a realização de empréstimos e financiamentos mediante crédito consignado para beneficiários do benefício de prestação continuada e de programas federais de transferência de renda, a Lei nº 13.846, de 18 de junho de 2019, para dispor sobre a restituição de valores aos cofres públicos, e a Lei nº 14.284, de 29 de dezembro de 2021, para alterar procedimentos relativos à concessão do Auxílio Inclusão Produtiva Urbana"".",03/09/2022,"MPV 1106/2022 (aprovada com modificações, na forma do Projeto de Lei de Conversão)",Lei nº 14.431 de 03/08/2022
